yearmon,estacion,min,max,prec,ecoreg,ecoregion,geometry
2016-04,LABORDEBOY,16.53,26.3433333333333,185.2,Humid Pampas,Pampa,"c(656131.460055244, -3732347.09708138)"
2016-04,MAGGIOLO,13.1791666666667,20.7291666666667,118.4,Humid Pampas,Pampa,"c(569684.693170756, -3731855.2573059)"
2016-04,MARIA TERESA,14.03,22.9466666666667,148.4,Humid Pampas,Pampa,"c(601536.8864447, -3763397.79167318)"
2016-04,RUFINO,15.0466666666667,24.0533333333333,232,Humid Pampas,Pampa,"c(526541.040340462, -3791422.73594589)"
2016-04,VENADO TUERTO,12.5266666666667,20.86,122.8,Humid Pampas,Pampa,"c(595799.229629505, -3725676.56812775)"
2016-04,VILLA CAÑAS - EEA OLIVEROS,21.4066666666667,12.2766666666667,163.25,Humid Pampas,Pampa,"c(626580.3724696, -3758566.33657167)"
2016-05,CHOVET,7.76666666666667,15.8866666666667,14.4,Humid Pampas,Pampa,"c(629460.854591892, -3718765.4546)"
2016-05,LABORDEBOY,11.8387096774194,21.0129032258065,14,Humid Pampas,Pampa,"c(656131.460055244, -3732347.09708138)"
2016-05,MAGGIOLO,8.39473684210526,16.8578947368421,5.6,Humid Pampas,Pampa,"c(569684.693170756, -3731855.2573059)"
2016-05,MARIA TERESA,10.0806451612903,18.5354838709677,4.4,Humid Pampas,Pampa,"c(601536.8864447, -3763397.79167318)"
2016-05,RUFINO,12.15,19.8833333333333,20.8,Humid Pampas,Pampa,"c(526541.040340462, -3791422.73594589)"
2016-05,VENADO TUERTO,8.40645161290323,16.3032258064516,10.1,Humid Pampas,Pampa,"c(595799.229629505, -3725676.56812775)"
2016-05,VILLA CAÑAS - EEA OLIVEROS,16.7633333333333,7.65333333333333,4.25,Humid Pampas,Pampa,"c(626580.3724696, -3758566.33657167)"
2016-06,CHOVET,4.07,14.4966666666667,44.4,Humid Pampas,Pampa,"c(629460.854591892, -3718765.4546)"
2016-06,LABORDEBOY,8.20333333333333,20.5466666666667,38.4,Humid Pampas,Pampa,"c(656131.460055244, -3732347.09708138)"
2016-06,MAGGIOLO,2.40588235294118,12.2352941176471,50,Humid Pampas,Pampa,"c(569684.693170756, -3731855.2573059)"
2016-06,MARIA TERESA,5.72666666666667,17.49,44.8,Humid Pampas,Pampa,"c(601536.8864447, -3763397.79167318)"
2016-06,RUFINO,5.75,16.33,50.8,Humid Pampas,Pampa,"c(526541.040340462, -3791422.73594589)"
2016-06,VENADO TUERTO,3.77,14.8666666666667,52,Humid Pampas,Pampa,"c(595799.229629505, -3725676.56812775)"
2016-06,VILLA CAÑAS - EEA OLIVEROS,15.732,2.34,13,Humid Pampas,Pampa,"c(626580.3724696, -3758566.33657167)"
2016-07,CHOVET,4.25161290322581,13.4483870967742,26,Humid Pampas,Pampa,"c(629460.854591892, -3718765.4546)"
2016-07,LABORDEBOY,11.47,17.51,38.8,Humid Pampas,Pampa,"c(656131.460055244, -3732347.09708138)"
2016-07,MAGGIOLO,4.83,11.48,7.2,Humid Pampas,Pampa,"c(569684.693170756, -3731855.2573059)"
2016-07,MARIA TERESA,5.68709677419355,15.2806451612903,16,Humid Pampas,Pampa,"c(601536.8864447, -3763397.79167318)"
2016-07,RUFINO,7.10645161290323,15.7032258064516,20.8,Humid Pampas,Pampa,"c(526541.040340462, -3791422.73594589)"
2016-07,VENADO TUERTO,4.52258064516129,13.6548387096774,14.2,Humid Pampas,Pampa,"c(595799.229629505, -3725676.56812775)"
2016-07,VILLA CAÑAS - EEA OLIVEROS,14.6347826086957,3.23478260869565,5.75,Humid Pampas,Pampa,"c(626580.3724696, -3758566.33657167)"
2016-08,CHOVET,5.54193548387097,20.0129032258065,10,Humid Pampas,Pampa,"c(629460.854591892, -3718765.4546)"
2016-08,LABORDEBOY,10.1387096774194,26.1,14.8,Humid Pampas,Pampa,"c(656131.460055244, -3732347.09708138)"
2016-08,MAGGIOLO,5.45483870967742,19.4935483870968,2.8,Humid Pampas,Pampa,"c(569684.693170756, -3731855.2573059)"
2016-08,MARIA TERESA,6.01612903225806,20.9096774193548,4.4,Humid Pampas,Pampa,"c(601536.8864447, -3763397.79167318)"
2016-08,RUFINO,8.2,21.5838709677419,3.2,Humid Pampas,Pampa,"c(526541.040340462, -3791422.73594589)"
2016-08,VENADO TUERTO,5.01935483870968,19.9806451612903,1.1,Humid Pampas,Pampa,"c(595799.229629505, -3725676.56812775)"
2016-08,VILLA CAÑAS - EEA OLIVEROS,20.2903225806452,4.01290322580645,7,Humid Pampas,Pampa,"c(626580.3724696, -3758566.33657167)"
2016-09,CHOVET,6.84,20.62,38,Humid Pampas,Pampa,"c(629460.854591892, -3718765.4546)"
2016-09,LABORDEBOY,11.16,27.2133333333333,35.2,Humid Pampas,Pampa,"c(656131.460055244, -3732347.09708138)"
2016-09,MAGGIOLO,7.13448275862069,21.3241379310345,36.8,Humid Pampas,Pampa,"c(569684.693170756, -3731855.2573059)"
2016-09,MARIA TERESA,7.71333333333333,23.1533333333333,46.4,Humid Pampas,Pampa,"c(601536.8864447, -3763397.79167318)"
2016-09,RUFINO,9.38333333333333,23.3066666666667,36.4,Humid Pampas,Pampa,"c(526541.040340462, -3791422.73594589)"
2016-09,VENADO TUERTO,6.57333333333333,21.2566666666667,34.8,Humid Pampas,Pampa,"c(595799.229629505, -3725676.56812775)"
2016-09,VILLA CAÑAS - EEA OLIVEROS,21.15,5.91333333333333,50.25,Humid Pampas,Pampa,"c(626580.3724696, -3758566.33657167)"
2016-10,CHOVET,11.1266666666667,22.7466666666667,140,Humid Pampas,Pampa,"c(629460.854591892, -3718765.4546)"
2016-10,LABORDEBOY,15.9225806451613,28.8322580645161,134.8,Humid Pampas,Pampa,"c(656131.460055244, -3732347.09708138)"
2016-10,MAGGIOLO,11.7666666666667,23.4766666666667,116.8,Humid Pampas,Pampa,"c(569684.693170756, -3731855.2573059)"
2016-10,MARIA TERESA,13.8870967741935,26.3677419354839,166.8,Humid Pampas,Pampa,"c(601536.8864447, -3763397.79167318)"
2016-10,RUFINO,14.7096774193548,26.4903225806452,156,Humid Pampas,Pampa,"c(526541.040340462, -3791422.73594589)"
2016-10,VENADO TUERTO,11.3903225806452,22.858064516129,148.5,Humid Pampas,Pampa,"c(595799.229629505, -3725676.56812775)"
2016-10,VILLA CAÑAS - EEA OLIVEROS,22.9161290322581,11.3548387096774,125,Humid Pampas,Pampa,"c(626580.3724696, -3758566.33657167)"
2016-11,CHOVET,13.0814814814815,27.3555555555556,64.8,Humid Pampas,Pampa,"c(629460.854591892, -3718765.4546)"
2016-11,LABORDEBOY,14.9266666666667,31.52,36.4,Humid Pampas,Pampa,"c(656131.460055244, -3732347.09708138)"
2016-11,MAGGIOLO,13.0366666666667,27.45,77.2,Humid Pampas,Pampa,"c(569684.693170756, -3731855.2573059)"
2016-11,MARIA TERESA,14.3266666666667,31.0266666666667,81.2,Humid Pampas,Pampa,"c(601536.8864447, -3763397.79167318)"
2016-11,RUFINO,14.7566666666667,29.21,115.6,Humid Pampas,Pampa,"c(526541.040340462, -3791422.73594589)"
2016-11,VENADO TUERTO,12.71,27.1066666666667,68,Humid Pampas,Pampa,"c(595799.229629505, -3725676.56812775)"
2016-11,VILLA CAÑAS - EEA OLIVEROS,27.7166666666667,12.1333333333333,107.25,Humid Pampas,Pampa,"c(626580.3724696, -3758566.33657167)"
2016-12,CHOVET,16.3379310344828,31.4241379310345,180.4,Humid Pampas,Pampa,"c(629460.854591892, -3718765.4546)"
2016-12,LABORDEBOY,9.68461538461538,30.3538461538462,226.8,Humid Pampas,Pampa,"c(656131.460055244, -3732347.09708138)"
2016-12,MAGGIOLO,16.4483870967742,31.1258064516129,212.4,Humid Pampas,Pampa,"c(569684.693170756, -3731855.2573059)"
2016-12,MARIA TERESA,15.7068965517241,33.8655172413793,294,Humid Pampas,Pampa,"c(601536.8864447, -3763397.79167318)"
2016-12,RUFINO,18.0387096774194,32.3322580645161,196,Humid Pampas,Pampa,"c(526541.040340462, -3791422.73594589)"
2016-12,VENADO TUERTO,15.8548387096774,29.6774193548387,266.9,Humid Pampas,Pampa,"c(595799.229629505, -3725676.56812775)"
2016-12,VILLA CAÑAS - EEA OLIVEROS,31.3133333333333,15.57,65,Humid Pampas,Pampa,"c(626580.3724696, -3758566.33657167)"
2017-01,CHOVET,18.4333333333333,29.75,328,Humid Pampas,Pampa,"c(629460.854591892, -3718765.4546)"
2017-01,LABORDEBOY,11.94375,26.75625,378,Humid Pampas,Pampa,"c(656131.460055244, -3732347.09708138)"
2017-01,MAGGIOLO,18.2387096774194,30.3516129032258,196.4,Humid Pampas,Pampa,"c(569684.693170756, -3731855.2573059)"
2017-01,MARIA TERESA,19.98,33.6866666666667,187.6,Humid Pampas,Pampa,"c(601536.8864447, -3763397.79167318)"
2017-01,RUFINO,19.7866666666667,31.21,135.2,Humid Pampas,Pampa,"c(526541.040340462, -3791422.73594589)"
2017-01,VENADO TUERTO,18.0225806451613,29.7161290322581,158,Humid Pampas,Pampa,"c(595799.229629505, -3725676.56812775)"
2017-01,VILLA CAÑAS - EEA OLIVEROS,30.5966666666667,18.0033333333333,106.25,Humid Pampas,Pampa,"c(626580.3724696, -3758566.33657167)"
2017-02,CHOVET,18.6130434782609,29.9173913043478,86.4,Humid Pampas,Pampa,"c(629460.854591892, -3718765.4546)"
2017-02,LABORDEBOY,12.9538461538462,25.8807692307692,148.8,Humid Pampas,Pampa,"c(656131.460055244, -3732347.09708138)"
2017-02,MAGGIOLO,18.2928571428571,29.7464285714286,95.6,Humid Pampas,Pampa,"c(569684.693170756, -3731855.2573059)"
2017-02,MARIA TERESA,20.8178571428571,34.0392857142857,102.4,Humid Pampas,Pampa,"c(601536.8864447, -3763397.79167318)"
2017-02,RUFINO,19.9142857142857,31.15,82.2,Humid Pampas,Pampa,"c(526541.040340462, -3791422.73594589)"
2017-02,VENADO TUERTO,18.1035714285714,29.2285714285714,100.5,Humid Pampas,Pampa,"c(595799.229629505, -3725676.56812775)"
2017-02,VILLA CAÑAS - EEA OLIVEROS,30.4678571428571,18.0785714285714,12.75,Humid Pampas,Pampa,"c(626580.3724696, -3758566.33657167)"
2017-03,CHOVET,15.2068965517241,28.4413793103448,145.2,Humid Pampas,Pampa,"c(629460.854591892, -3718765.4546)"
2017-03,LABORDEBOY,12.5862068965517,24.7655172413793,119.6,Humid Pampas,Pampa,"c(656131.460055244, -3732347.09708138)"
2017-03,MAGGIOLO,14.8451612903226,27.7064516129032,132.8,Humid Pampas,Pampa,"c(569684.693170756, -3731855.2573059)"
2017-03,MARIA TERESA,17.5,31.8258064516129,190.4,Humid Pampas,Pampa,"c(601536.8864447, -3763397.79167318)"
2017-03,RUFINO,16.4870967741936,28.1548387096774,166.4,Humid Pampas,Pampa,"c(526541.040340462, -3791422.73594589)"
2017-03,VENADO TUERTO,14.5483870967742,27.2935483870968,145.8,Humid Pampas,Pampa,"c(595799.229629505, -3725676.56812775)"
2017-03,VILLA CAÑAS - EEA OLIVEROS,27.7096774193548,14.7290322580645,17.25,Humid Pampas,Pampa,"c(626580.3724696, -3758566.33657167)"
2017-04,CHOVET,11.3833333333333,22,252.8,Humid Pampas,Pampa,"c(629460.854591892, -3718765.4546)"
2017-04,LABORDEBOY,8.71481481481482,17.5296296296296,274,Humid Pampas,Pampa,"c(656131.460055244, -3732347.09708138)"
2017-04,MAGGIOLO,10.6428571428571,21.275,203.6,Humid Pampas,Pampa,"c(569684.693170756, -3731855.2573059)"
2017-04,MARIA TERESA,12.6366666666667,25.1133333333333,255.2,Humid Pampas,Pampa,"c(601536.8864447, -3763397.79167318)"
2017-04,RUFINO,12.8592592592593,21.7259259259259,234.4,Humid Pampas,Pampa,"c(526541.040340462, -3791422.73594589)"
2017-04,VENADO TUERTO,12.324,22.74,195,Humid Pampas,Pampa,"c(595799.229629505, -3725676.56812775)"
2017-04,VILLA CAÑAS - EEA OLIVEROS,24.6388888888889,11.4555555555556,5.5,Humid Pampas,Pampa,"c(626580.3724696, -3758566.33657167)"
2017-05,CHOVET,9.75483870967742,18.2645161290323,126.4,Humid Pampas,Pampa,"c(629460.854591892, -3718765.4546)"
2017-05,LABORDEBOY,9.17647058823529,20.6352941176471,125.2,Humid Pampas,Pampa,"c(656131.460055244, -3732347.09708138)"
2017-05,MAGGIOLO,9.19655172413793,18.8896551724138,47.2,Humid Pampas,Pampa,"c(569684.693170756, -3731855.2573059)"
2017-05,MARIA TERESA,11.5354838709677,20.8741935483871,72.8,Humid Pampas,Pampa,"c(601536.8864447, -3763397.79167318)"
2017-05,RUFINO,8.50322580645161,17.2290322580645,43.2,Humid Pampas,Pampa,"c(526541.040340462, -3791422.73594589)"
2017-05,VENADO TUERTO,10.0193548387097,19.2483870967742,99.7,Humid Pampas,Pampa,"c(595799.229629505, -3725676.56812775)"
2017-05,VILLA CAÑAS - EEA OLIVEROS,23.0733333333333,11.5866666666667,10.25,Humid Pampas,Pampa,"c(626580.3724696, -3758566.33657167)"
2017-06,CHOVET,6.24666666666667,17.33,22,Humid Pampas,Pampa,"c(629460.854591892, -3718765.4546)"
2017-06,LABORDEBOY,3.63214285714286,16.4535714285714,24.8,Humid Pampas,Pampa,"c(656131.460055244, -3732347.09708138)"
2017-06,MAGGIOLO,5.31,17.3466666666667,12,Humid Pampas,Pampa,"c(569684.693170756, -3731855.2573059)"
2017-06,MARIA TERESA,9.72333333333333,21.3066666666667,18.8,Humid Pampas,Pampa,"c(601536.8864447, -3763397.79167318)"
2017-06,RUFINO,7.02666666666667,17.1633333333333,29.6,Humid Pampas,Pampa,"c(526541.040340462, -3791422.73594589)"
2017-06,VENADO TUERTO,5.63333333333333,18.2366666666667,19.1,Humid Pampas,Pampa,"c(595799.229629505, -3725676.56812775)"
2017-06,VILLA CAÑAS - EEA OLIVEROS,22.05,12.625,0,Humid Pampas,Pampa,"c(626580.3724696, -3758566.33657167)"
2017-07,CHOVET,6.63870967741936,15.6548387096774,29.2,Humid Pampas,Pampa,"c(629460.854591892, -3718765.4546)"
2017-07,LABORDEBOY,6.4,17.0576923076923,27.6,Humid Pampas,Pampa,"c(656131.460055244, -3732347.09708138)"
2017-07,MAGGIOLO,4.79,17.3666666666667,13.6,Humid Pampas,Pampa,"c(569684.693170756, -3731855.2573059)"
2017-07,MARIA TERESA,8.63548387096774,18.6741935483871,40.8,Humid Pampas,Pampa,"c(601536.8864447, -3763397.79167318)"
2017-07,RUFINO,7.14193548387097,16.0193548387097,22,Humid Pampas,Pampa,"c(526541.040340462, -3791422.73594589)"
2017-07,VENADO TUERTO,6.32258064516129,16.7451612903226,19,Humid Pampas,Pampa,"c(595799.229629505, -3725676.56812775)"
2017-07,VILLA CAÑAS - EEA OLIVEROS,18.4285714285714,3.02857142857143,0,Humid Pampas,Pampa,"c(626580.3724696, -3758566.33657167)"
2017-08,CHOVET,7.30322580645161,18.3354838709677,41.6,Humid Pampas,Pampa,"c(629460.854591892, -3718765.4546)"
2017-08,LABORDEBOY,-1.97741935483871,13.8258064516129,74.8,Humid Pampas,Pampa,"c(656131.460055244, -3732347.09708138)"
2017-08,MAGGIOLO,6.78064516129032,18.5096774193548,37.2,Humid Pampas,Pampa,"c(569684.693170756, -3731855.2573059)"
2017-08,MARIA TERESA,9.46774193548387,20.6935483870968,54.4,Humid Pampas,Pampa,"c(601536.8864447, -3763397.79167318)"
2017-08,RUFINO,8.35161290322581,18.9322580645161,30,Humid Pampas,Pampa,"c(526541.040340462, -3791422.73594589)"
2017-08,VENADO TUERTO,7.52,19.5433333333333,38.3,Humid Pampas,Pampa,"c(595799.229629505, -3725676.56812775)"
2017-08,VILLA CAÑAS - EEA OLIVEROS,18.55,7.04375,86.5,Humid Pampas,Pampa,"c(626580.3724696, -3758566.33657167)"
2017-09,CHOVET,7.38666666666667,18.72,116,Humid Pampas,Pampa,"c(629460.854591892, -3718765.4546)"
2017-09,LABORDEBOY,-1.55333333333333,14.4466666666667,101.2,Humid Pampas,Pampa,"c(656131.460055244, -3732347.09708138)"
2017-09,MAGGIOLO,7.71,19.13,104.4,Humid Pampas,Pampa,"c(569684.693170756, -3731855.2573059)"
2017-09,MARIA TERESA,8.39666666666667,20.2766666666667,126,Humid Pampas,Pampa,"c(601536.8864447, -3763397.79167318)"
2017-09,RUFINO,9.22333333333333,19.94,157.2,Humid Pampas,Pampa,"c(526541.040340462, -3791422.73594589)"
2017-09,VENADO TUERTO,7.45238095238095,19.9952380952381,107,Humid Pampas,Pampa,"c(595799.229629505, -3725676.56812775)"
2017-09,VILLA CAÑAS - EEA OLIVEROS,19.9866666666667,8.01333333333333,123.25,Humid Pampas,Pampa,"c(626580.3724696, -3758566.33657167)"
2017-10,CHOVET,9.65483870967742,22.6,82.4,Humid Pampas,Pampa,"c(629460.854591892, -3718765.4546)"
2017-10,LABORDEBOY,1.45806451612903,19.7387096774194,68,Humid Pampas,Pampa,"c(656131.460055244, -3732347.09708138)"
2017-10,MAGGIOLO,10.3741935483871,23.5870967741936,58.8,Humid Pampas,Pampa,"c(569684.693170756, -3731855.2573059)"
2017-10,MARIA TERESA,12.0935483870968,25.9451612903226,87.2,Humid Pampas,Pampa,"c(601536.8864447, -3763397.79167318)"
2017-10,RUFINO,11.3548387096774,23.9838709677419,51.2,Humid Pampas,Pampa,"c(526541.040340462, -3791422.73594589)"
2017-10,VENADO TUERTO,10.3586206896552,24.0827586206897,63,Humid Pampas,Pampa,"c(595799.229629505, -3725676.56812775)"
2017-10,VILLA CAÑAS - EEA OLIVEROS,23.7709677419355,10.5806451612903,100.75,Humid Pampas,Pampa,"c(626580.3724696, -3758566.33657167)"
2017-11,CHOVET,12.062962962963,26.3666666666667,33.2,Humid Pampas,Pampa,"c(629460.854591892, -3718765.4546)"
2017-11,LABORDEBOY,7.04333333333333,28.14,20.8,Humid Pampas,Pampa,"c(656131.460055244, -3732347.09708138)"
2017-11,MAGGIOLO,12.7766666666667,27.31,52.8,Humid Pampas,Pampa,"c(569684.693170756, -3731855.2573059)"
2017-11,MARIA TERESA,15.17,32.73,55.6,Humid Pampas,Pampa,"c(601536.8864447, -3763397.79167318)"
2017-11,RUFINO,14.78,29.53,80,Humid Pampas,Pampa,"c(526541.040340462, -3791422.73594589)"
2017-11,VENADO TUERTO,12.8357142857143,27.3964285714286,40.5,Humid Pampas,Pampa,"c(595799.229629505, -3725676.56812775)"
2017-11,VILLA CAÑAS - EEA OLIVEROS,27.56,12.84,30.75,Humid Pampas,Pampa,"c(626580.3724696, -3758566.33657167)"
2017-12,CHOVET,15.6655172413793,29.1758620689655,142.4,Humid Pampas,Pampa,"c(629460.854591892, -3718765.4546)"
2017-12,LABORDEBOY,13.84,26.55,112,Humid Pampas,Pampa,"c(656131.460055244, -3732347.09708138)"
2017-12,MAGGIOLO,16.3903225806452,30.3870967741936,196,Humid Pampas,Pampa,"c(569684.693170756, -3731855.2573059)"
2017-12,MARIA TERESA,19.4193548387097,36.4322580645161,110.4,Humid Pampas,Pampa,"c(601536.8864447, -3763397.79167318)"
2017-12,RUFINO,18.7548387096774,32.5096774193548,74.4,Humid Pampas,Pampa,"c(526541.040340462, -3791422.73594589)"
2017-12,VENADO TUERTO,16.2642857142857,29.6035714285714,190.7,Humid Pampas,Pampa,"c(595799.229629505, -3725676.56812775)"
2017-12,VILLA CAÑAS - EEA OLIVEROS,30.2064516129032,16.158064516129,120.75,Humid Pampas,Pampa,"c(626580.3724696, -3758566.33657167)"
2009-01,CLASSON,15.9548387096774,30.8193548387097,54,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2009-01,INTA - OLIVEROS (EMC),32.4516129032258,17.0322580645161,48.2,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2009-02,CLASSON,16.0142857142857,28.7357142857143,147.2,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2009-02,INTA - OLIVEROS (EMC),29.65,17.6642857142857,189.5,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2009-03,CLASSON,15.6290322580645,29.0387096774194,98,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2009-03,INTA - OLIVEROS (EMC),30.058064516129,17.2612903225806,127,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2009-04,CLASSON,12.27,26.0633333333333,82.8,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2009-04,INTA - OLIVEROS (EMC),27.0566666666667,13.5433333333333,66.8,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2009-05,CLASSON,8.5741935483871,21.7967741935484,15.6,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2009-05,INTA - OLIVEROS (EMC),23.3290322580645,10.1387096774194,26.5,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2009-06,CLASSON,2.40666666666667,16.92,4.4,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2009-06,INTA - OLIVEROS (EMC),18.3,4.36666666666667,5,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2009-07,CLASSON,0.967741935483871,15.8709677419355,51.6,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2009-07,INTA - OLIVEROS (EMC),17.1451612903226,4.15806451612903,58.5,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2009-08,CLASSON,6.26774193548387,22.1290322580645,0.4,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2009-08,INTA - OLIVEROS (EMC),22.8677419354839,8.80645161290323,3.5,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2009-09,CLASSON,5.96666666666667,17.7433333333333,93.6,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2009-09,INTA - OLIVEROS (EMC),19.0333333333333,8.30666666666667,142.4,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2009-10,CLASSON,9.9,25.5354838709677,94,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2009-10,INTA - OLIVEROS (EMC),25.658064516129,12.2548387096774,81.8,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2009-11,CLASSON,15.87,28.5066666666667,56,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2009-11,INTA - OLIVEROS (EMC),28.19,17.96,92.6,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2009-12,CLASSON,16.7741935483871,27.8,223.2,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2009-12,INTA - OLIVEROS (EMC),27.8,18.1612903225806,331.4,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2010-01,CLASSON,18.441935483871,31.1,167.2,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2010-01,INTA - OLIVEROS (EMC),32.0387096774194,18.758064516129,193.3,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2010-02,CLASSON,19.5928571428571,29.5892857142857,160,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2010-02,INTA - OLIVEROS (EMC),30.4357142857143,20.4821428571429,128.6,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2010-03,CLASSON,16.4,30.0935483870968,165.6,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2010-03,INTA - OLIVEROS (EMC),31.1387096774194,17.3032258064516,32.7,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2010-04,CLASSON,10.82,23.2233333333333,52,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2010-04,INTA - OLIVEROS (EMC),24.68,11.3266666666667,80.6,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2010-05,CLASSON,8.13870967741936,19.3677419354839,50,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2010-05,INTA - OLIVEROS (EMC),20.7322580645161,9.3,105,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2010-06,CLASSON,4.65,16.4166666666667,13.6,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2010-06,INTA - OLIVEROS (EMC),17.5266666666667,6.97,9,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2010-07,CLASSON,2.50645161290323,16.6354838709677,19.6,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2010-07,INTA - OLIVEROS (EMC),17.3322580645161,3.53225806451613,11.5,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2010-08,CLASSON,3.32258064516129,16.8516129032258,3.2,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2010-08,INTA - OLIVEROS (EMC),18.0806451612903,4.43870967741935,12,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2010-09,CLASSON,7.93666666666667,20.62,48.4,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2010-09,INTA - OLIVEROS (EMC),21.9233333333333,10.2266666666667,45.3,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2010-10,CLASSON,7.93888888888889,23.6277777777778,12.4,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2010-10,INTA - OLIVEROS (EMC),24.6483870967742,10.7032258064516,39.5,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2010-11,CLASSON,11.41875,28.975,5.6,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2010-11,INTA - OLIVEROS (EMC),28.7966666666667,13.8033333333333,43.5,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2010-12,CLASSON,16.4466666666667,31.86,118.4,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2010-12,INTA - OLIVEROS (EMC),32.2838709677419,16.9,67.5,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2011-01,CLASSON,18.158064516129,33.2709677419355,103.6,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2011-01,INTA - OLIVEROS (EMC),33.241935483871,19.0354838709677,155.1,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2011-02,CLASSON,17.1,29.3142857142857,83.6,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2011-02,INTA - OLIVEROS (EMC),29.4821428571429,17.7571428571429,220.1,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2011-03,CLASSON,13.6612903225806,28.9806451612903,88.8,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2011-03,INTA - OLIVEROS (EMC),29.0290322580645,14.1096774193548,158,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2011-04,CLASSON,11.58,25.08,139.2,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2011-04,INTA - OLIVEROS (EMC),25.43,11.9966666666667,163.8,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2011-05,CLASSON,7.72903225806452,19.4225806451613,82,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2011-05,INTA - OLIVEROS (EMC),20.5161290322581,9.59032258064516,56.7,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2011-06,CLASSON,4.94333333333333,15.03,16.8,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2011-06,INTA - OLIVEROS (EMC),16.37,6.82666666666667,29.2,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
2011-07,CLASSON,2.96774193548387,16.1161290322581,8,Humid Pampas,Pampa,"c(660613.085731839, -3593090.1566713)"
2011-07,INTA - OLIVEROS (EMC),17.5129032258065,4.63870967741936,11.2,Humid Pampas,Pampa,"c(701877.491647534, -3603440.19036986)"
